id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
474,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,647308,632299,1.0,-0.02318679824751123,473,ampere_sgemm_128x32_tn,87.82,108,80.25,2.46,45.63,50.0,0.51,97.4
475,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,702189,690092,1.0,-0.01722755554416261,474,ampere_sgemm_64x32_sliced1x4_nt,82.06,108,46.77,6.03,20.83,25.0,0.08,81.44
476,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",29760,30144,1.0,0.01290322580645161,475,reduce_kernel,9.09,108,33.39,33.39,41.73,62.5,8.26,7.04
477,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2368,2337,1.0,-0.01309121621621622,476,vectorized_elementwise_kernel,0.02,108,0.51,0.09,6.19,100.0,0.0,90.08
478,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4864,4672,1.0,-0.03947368421052631,477,vectorized_elementwise_kernel,4.09,108,22.92,18.48,43.2,100.0,0.0,53.55
479,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",48193,48257,1.0,0.001327993692029963,478,vectorized_elementwise_kernel,6.42,108,74.03,74.03,87.57,100.0,0.0,46.06
480,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",46401,46529,1.0,0.002758561237904356,479,reduce_kernel,75.88,108,23.98,23.98,90.22,100.0,10.44,8.9
481,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4544,4416,1.0,-0.02816901408450704,480,elementwise_kernel,6.04,108,12.46,3.19,20.45,100.0,0.0,86.9
482,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",42753,41216,1.0,-0.03595069351858349,481,vectorized_elementwise_kernel,14.49,108,24.15,4.43,9.28,100.0,0.0,99.77
483,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1281880,1326489,1.0,0.0347996692358099,482,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.68,108,29.93,11.09,12.18,12.5,16.92,81.96
484,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",111170,113634,1.0,0.02216425294593865,483,CatArrayBatchedCopy_aligned16_contig,58.54,108,74.96,74.96,90.76,100.0,60.0,62.97
485,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1915907,2056453,0.1714354765219531,0.4279010644087981,484,ampere_sgemm_128x32_tn,88.68,108,80.07,2.25,45.64,50.0,0.18,97.08
486,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1725856,2080422,1.0,0.2054435596017281,485,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.94,12.5,12.5,0.0,84.72
487,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",71681,71266,1.0,-0.005789539766465312,486,reduce_kernel,12.16,108,50.64,50.64,56.26,62.5,6.38,19.9
488,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2624,2592,1.0,-0.01219512195121951,487,vectorized_elementwise_kernel,0.04,108,0.59,0.17,6.12,100.0,0.0,85.65
489,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",9056,8736,1.0,-0.0353356890459364,488,vectorized_elementwise_kernel,6.29,108,38.46,32.06,67.43,100.0,0.0,51.74
490,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",57089,57249,1.0,0.002802641489603952,489,layer_norm_grad_input_kernel_vectorized,37.23,108,65.28,65.28,65.14,75.0,44.62,53.78
491,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72386,71009,1.0,-0.01902301550023485,490,GammaBetaBackwardCUDAKernel_32x32,12.19,108,38.08,38.08,49.91,100.0,0.09,18.96
492,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43968,43681,1.0,-0.006527474526928675,491,vectorized_elementwise_kernel,6.59,108,72.16,72.16,88.18,100.0,29.09,41.04
493,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3008,2752,1.0,-0.0851063829787234,492,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.19,100.0,0.0,89.68
494,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2784,2560,1.0,-0.08045977011494253,493,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.19,100.0,0.0,91.69
495,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41345,41377,1.0,0.0007739750876768654,494,vectorized_elementwise_kernel,15.72,108,67.47,67.47,84.3,100.0,0.0,54.26
496,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,2349548,2441965,0.9995544571687145,0.03935148125748801,495,ampere_sgemm_128x64_tn,95.88,108,48.16,2.05,23.96,25.0,0.36,98.57
497,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,2290698,2609072,0.6697986870427493,0.2075035185874392,496,ampere_sgemm_128x128_nt,98.47,108,31.88,3.99,23.45,25.0,0.04,77.65
498,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",38209,39041,1.0,0.02177497448245178,497,reduce_kernel,9.16,108,32.72,32.72,41.5,62.5,8.28,6.94
499,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2368,2272,1.0,-0.04054054054054054,498,vectorized_elementwise_kernel,0.02,108,0.52,0.09,6.21,100.0,0.0,89.83
500,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",11265,11424,1.0,0.01411451398135819,499,vectorized_elementwise_kernel,7.06,108,45.08,37.71,73.01,100.0,0.0,52.22
501,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",216324,217540,1.0,0.00562119783288031,500,vectorized_elementwise_kernel,6.47,108,87.0,87.0,91.99,100.0,0.0,49.12
502,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222596,222948,1.0,0.001581340185807472,501,vectorized_elementwise_kernel,6.49,108,86.72,86.72,92.23,100.0,0.0,48.74
503,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",221956,226628,1.0,0.02104921696192038,502,vectorized_elementwise_kernel,7.86,108,87.36,87.36,91.99,100.0,0.0,48.78
504,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145858,145443,1.0,-0.002845233034869531,503,vectorized_elementwise_kernel,8.58,108,84.0,84.0,88.57,100.0,0.0,61.68
505,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",148035,147810,1.0,-0.001519910831897862,504,vectorized_elementwise_kernel,8.58,108,83.81,83.81,88.57,100.0,0.0,61.77
506,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",147971,147843,1.0,-0.0008650343648417595,505,vectorized_elementwise_kernel,8.55,108,83.24,83.24,89.21,100.0,0.0,61.18
507,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149187,146787,1.0,-0.01608719258380422,506,vectorized_elementwise_kernel,8.54,108,83.94,83.94,88.77,100.0,0.0,61.8
508,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224772,225860,1.0,0.004840460555585215,507,vectorized_elementwise_kernel,6.49,108,86.67,86.67,92.08,100.0,0.0,48.63
509,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222628,222148,1.0,-0.002156063028909212,508,vectorized_elementwise_kernel,6.47,108,85.94,85.94,91.87,100.0,27.67,44.06
510,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",146275,146627,1.0,0.002406426251922748,509,vectorized_elementwise_kernel,8.55,108,84.26,84.26,88.68,100.0,0.0,61.69
511,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224644,224996,1.0,0.00156692366588914,510,vectorized_elementwise_kernel,6.5,108,86.19,86.19,91.82,100.0,27.56,44.24
512,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,2543215,2712049,0.998737485937754,0.06646996999897158,511,ampere_sgemm_128x32_tn,89.05,108,80.28,2.45,45.63,50.0,0.13,96.76
513,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,2439149,2566511,1.0,0.05221575229721514,512,ampere_sgemm_64x32_sliced1x4_nt,92.98,108,53.02,6.38,23.89,25.0,0.08,82.5
514,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",87266,85698,1.0,-0.01796805170398551,513,reduce_kernel,11.5,108,57.59,57.59,57.77,62.5,4.88,20.63
515,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2656,2528,1.0,-0.04819277108433735,514,vectorized_elementwise_kernel,0.04,108,0.65,0.21,6.13,100.0,0.0,84.6
516,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",10304,10080,1.0,-0.02173913043478261,515,vectorized_elementwise_kernel,7.18,108,44.44,37.25,73.06,100.0,0.0,51.87
517,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",58753,58049,1.0,-0.01198236685786258,516,layer_norm_grad_input_kernel_vectorized,37.39,108,65.11,65.11,65.2,75.0,44.03,54.92
518,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72482,70306,1.0,-0.03002124665434177,517,GammaBetaBackwardCUDAKernel_32x32,12.2,108,38.08,38.08,49.91,100.0,0.09,19.21
519,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43649,43649,1.0,0.0,518,vectorized_elementwise_kernel,6.61,108,70.91,70.91,88.43,100.0,29.2,40.61
520,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2784,2624,1.0,-0.05747126436781609,519,vectorized_elementwise_kernel,0.02,108,0.5,0.09,6.03,100.0,0.0,90.38
521,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2496,2496,1.0,0.0,520,vectorized_elementwise_kernel,0.02,108,0.74,0.09,6.2,100.0,0.0,90.69
522,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41088,41120,1.0,0.000778816199376947,521,vectorized_elementwise_kernel,15.63,108,66.34,66.34,84.63,100.0,0.0,54.38
523,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,647660,625548,1.0,-0.03414137047216132,522,ampere_sgemm_128x32_tn,87.77,108,80.22,2.45,45.64,50.0,0.52,97.42
524,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,705070,681548,1.0,-0.03336122654488207,523,ampere_sgemm_64x32_sliced1x4_nt,82.25,108,46.87,5.98,20.82,25.0,0.08,81.44
525,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",30080,29505,1.0,-0.0191156914893617,524,reduce_kernel,9.48,108,32.31,32.31,41.75,62.5,8.28,6.95
526,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2400,2272,1.0,-0.05333333333333334,525,vectorized_elementwise_kernel,0.02,108,0.5,0.09,6.2,100.0,0.0,89.92
527,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4928,4832,1.0,-0.01948051948051948,526,vectorized_elementwise_kernel,4.05,108,22.92,18.49,42.11,100.0,0.0,53.5
528,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",47873,49057,1.0,0.02473210369101581,527,vectorized_elementwise_kernel,6.43,108,75.42,75.42,87.96,100.0,0.0,45.88
529,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",46592,77026,1.0,0.6532022664835165,528,reduce_kernel,75.74,108,23.92,23.92,90.17,100.0,10.44,8.5
530,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4608,33408,1.0,6.25,529,elementwise_kernel,6.06,108,12.43,3.18,20.37,100.0,0.0,86.65
531,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",42753,45665,1.0,0.06811217926227399,530,vectorized_elementwise_kernel,14.5,108,24.17,4.41,9.03,100.0,0.0,101.5
532,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1245655,1397466,0.5863069298287042,0.2078645541462161,531,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,37.35,108,30.47,11.23,12.17,12.5,17.03,81.59
533,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",110498,110114,1.0,-0.003475176021285453,532,CatArrayBatchedCopy_aligned16_contig,57.69,108,75.29,75.29,90.74,100.0,60.0,63.03
534,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1918820,1852449,1.0,-0.03458948728906307,533,ampere_sgemm_128x32_tn,88.68,108,80.06,2.26,45.64,50.0,0.18,97.11
535,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1724512,2080167,1.0,0.2062351552207233,534,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.94,12.5,12.5,0.0,85.08
536,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",71777,73057,1.0,0.01783301057441799,535,reduce_kernel,12.16,108,52.16,52.16,55.5,62.5,6.39,19.94
537,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2592,2560,1.0,-0.01234567901234568,536,vectorized_elementwise_kernel,0.04,108,0.55,0.17,6.2,100.0,0.0,84.04
538,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8833,8480,1.0,-0.03996377221781954,537,vectorized_elementwise_kernel,6.3,108,39.71,33.12,67.76,100.0,0.0,51.98
539,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",56833,56993,1.0,0.002815265778684919,538,layer_norm_grad_input_kernel_vectorized,37.21,108,65.68,65.68,65.08,75.0,44.45,53.87
540,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72385,70720,1.0,-0.02300200317745389,539,GammaBetaBackwardCUDAKernel_32x32,12.2,108,38.4,38.4,49.91,100.0,0.09,19.16
541,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43553,43841,1.0,0.00661263288407228,540,vectorized_elementwise_kernel,6.63,108,70.66,70.66,88.32,100.0,29.16,40.76
542,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2688,2688,1.0,0.0,541,vectorized_elementwise_kernel,0.02,108,0.51,0.09,6.17,100.0,0.0,90.03
543,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2528,2433,1.0,-0.03757911392405063,542,vectorized_elementwise_kernel,0.02,108,0.5,0.09,6.19,100.0,0.0,91.17
544,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41057,40512,1.0,-0.01327422851158146,543,vectorized_elementwise_kernel,15.37,108,68.39,68.39,85.07,100.0,0.0,53.79
545,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,2349547,2455597,0.6682130659061727,0.06754785656124875,544,ampere_sgemm_128x64_tn,95.87,108,48.16,2.05,23.96,25.0,0.36,98.6
546,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,2290475,2618320,0.3893133765162394,0.3676577140986739,545,ampere_sgemm_128x128_nt,98.51,108,31.9,4.0,23.45,25.0,0.04,77.86
547,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",36672,39809,1.0,0.08554210296684119,546,reduce_kernel,9.06,108,31.97,31.97,41.76,62.5,8.27,7.05
548,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2496,2560,1.0,0.02564102564102564,547,vectorized_elementwise_kernel,0.02,108,0.49,0.09,6.21,100.0,0.0,89.82
549,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",11073,11264,1.0,0.01724916463469701,548,vectorized_elementwise_kernel,7.29,108,45.11,37.88,73.16,100.0,0.0,51.46
550,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",216868,217060,1.0,0.0008853311691904753,549,vectorized_elementwise_kernel,6.49,108,86.83,86.83,91.92,100.0,0.0,49.09
551,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",223972,223397,1.0,-0.002567285196363831,550,vectorized_elementwise_kernel,6.48,108,87.13,87.13,92.14,100.0,0.0,48.85
552,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",221796,225252,1.0,0.0155818860574582,551,vectorized_elementwise_kernel,7.82,108,86.79,86.79,92.05,100.0,0.0,49.09
553,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",146563,145666,1.0,-0.006120234984272975,552,vectorized_elementwise_kernel,8.58,108,84.44,84.44,88.55,100.0,0.0,61.87
